enrollee_id,city_development_index,training_hours,target,company_size
20791,0.91,108,1.0,8
28015,0.92,162,0.0,5
10685,0.754,41,0.0,8
405,0.903,4,0.0,1
13891,0.884,41,0.0,2
33050,0.903,12,0.0,3
399,0.92,190,0.0,4
8202,0.624,29,1.0,4
8751,0.92,11,0.0,1
20744,0.92,30,0.0,3
25380,0.92,39,0.0,1
24617,0.804,16,0.0,8
12509,0.926,5,0.0,4
25473,0.698,39,0.0,8
13083,0.926,29,0.0,4
12454,0.624,210,0.0,4
3500,0.92,54,0.0,4
15922,0.92,44,0.0,4
6685,0.91,47,0.0,8
28838,0.92,74,0.0,2
24082,0.624,8,1.0,0
24846,0.624,20,1.0,8
1020,0.92,162,0.0,5
6189,0.893,110,0.0,4
16994,0.762,262,0.0,0
13135,0.836,6,0.0,8
14578,0.6659999999999999,19,1.0,0
20732,0.6659999999999999,23,1.0,4
16496,0.624,107,1.0,8
16537,0.897,134,0.0,3
17358,0.926,40,0.0,0
21933,0.884,11,0.0,4
7342,0.92,102,0.0,8
5630,0.624,100,0.0,8
24152,0.923,30,0.0,3
17762,0.92,20,1.0,8
4310,0.92,4,0.0,2
5142,0.91,15,0.0,8
22319,0.624,14,1.0,8
30912,0.923,103,0.0,8
20976,0.92,40,0.0,2
13150,0.91,27,0.0,1
12206,0.926,46,0.0,1
9407,0.926,110,0.0,4
13152,0.92,96,0.0,4
1069,0.92,57,0.0,3
25418,0.92,240,0.0,8
22689,0.949,42,0.0,4
5104,0.939,16,1.0,8
13994,0.64,40,1.0,4
27064,0.92,94,0.0,1
14598,0.794,160,0.0,6
9571,0.878,25,0.0,0
30854,0.516,11,0.0,7
25290,0.878,29,0.0,1
29640,0.698,23,0.0,8
17519,0.727,113,0.0,0
12111,0.754,56,0.0,8
6085,0.924,39,1.0,8
27277,0.92,20,0.0,2
31692,0.92,40,0.0,3
6052,0.92,56,0.0,7
18161,0.555,106,0.0,8
12934,0.926,64,0.0,5
30400,0.754,51,0.0,3
26419,0.855,41,0.0,2
4188,0.92,150,0.0,1
12117,0.579,320,0.0,0
28847,0.897,20,0.0,8
30472,0.624,9,1.0,2
32534,0.804,74,0.0,6
22395,0.624,129,1.0,8
4876,0.855,42,0.0,8
25182,0.913,58,0.0,1
26135,0.92,126,1.0,8
7517,0.92,45,1.0,8
2793,0.923,166,0.0,0
25174,0.913,110,0.0,4
5593,0.92,37,0.0,8
14003,0.804,95,1.0,8
33057,0.92,29,1.0,8
30484,0.926,31,0.0,4
14688,0.743,97,0.0,4
25459,0.926,16,0.0,8
23657,0.92,14,0.0,8
20322,0.804,206,0.0,1
22194,0.92,204,0.0,0
31401,0.92,116,0.0,3
14914,0.804,161,0.0,1
20376,0.92,25,1.0,8
27530,0.92,94,0.0,5
24701,0.92,16,0.0,3
6790,0.698,100,0.0,8
10102,0.92,107,0.0,3
10338,0.769,17,0.0,8
15701,0.91,140,0.0,7
21218,0.939,75,0.0,3
1586,0.939,59,0.0,8
9189,0.899,146,0.0,4
13788,0.865,302,0.0,8
10752,0.855,42,1.0,1
28406,0.92,131,0.0,8
26320,0.698,74,0.0,8
17460,0.91,22,0.0,3
18657,0.804,53,1.0,8
9384,0.913,143,0.0,5
4269,0.855,72,0.0,4
14935,0.92,7,0.0,5
28033,0.897,182,0.0,4
1568,0.915,50,0.0,4
15465,0.887,82,0.0,4
26233,0.91,58,0.0,3
24729,0.924,94,0.0,0
29440,0.624,60,1.0,7
32652,0.802,124,0.0,1
28556,0.6890000000000001,46,0.0,8
12875,0.698,57,1.0,8
21078,0.92,17,0.0,4
30331,0.92,101,0.0,6
5899,0.698,31,0.0,8
22787,0.897,36,0.0,8
27435,0.893,198,0.0,8
2855,0.91,31,0.0,3
18385,0.55,12,0.0,4
27866,0.92,31,0.0,4
7328,0.92,26,1.0,8
24807,0.92,55,0.0,4
27113,0.624,8,1.0,8
6008,0.91,38,0.0,1
760,0.899,8,0.0,8
2990,0.878,32,1.0,2
28229,0.7759999999999999,51,0.0,1
4162,0.804,22,0.0,6
27326,0.926,17,0.0,8
604,0.91,24,0.0,8
2194,0.899,19,0.0,0
21564,0.624,46,1.0,4
17432,0.91,15,0.0,4
13952,0.92,23,1.0,8
1988,0.893,38,0.0,1
23691,0.624,46,1.0,8
10481,0.804,214,0.0,8
8540,0.92,52,0.0,2
8806,0.92,22,1.0,8
15468,0.926,65,0.0,1
32747,0.92,64,0.0,4
1297,0.92,86,0.0,6
4075,0.887,52,1.0,8
12772,0.897,21,0.0,8
22517,0.926,86,0.0,2
26388,0.897,288,1.0,8
30676,0.91,53,0.0,1
18376,0.939,60,0.0,4
10970,0.91,178,0.0,8
29961,0.939,166,0.0,4
5136,0.924,62,0.0,8
20369,0.624,35,0.0,3
23505,0.92,106,0.0,1
11751,0.836,58,0.0,7
12038,0.698,44,1.0,8
28590,0.91,72,0.0,4
32699,0.92,80,0.0,3
10370,0.939,166,0.0,6
4095,0.895,25,0.0,1
5340,0.92,109,0.0,3
9217,0.884,37,0.0,7
15294,0.55,55,1.0,8
23901,0.92,32,0.0,8
5673,0.89,51,0.0,4
25421,0.92,84,0.0,4
20698,0.926,72,0.0,5
41,0.887,47,0.0,1
23636,0.855,47,0.0,8
9387,0.754,20,0.0,7
21466,0.624,198,1.0,8
9515,0.92,64,0.0,2
20743,0.8959999999999999,23,1.0,3
25766,0.884,96,0.0,1
4626,0.624,306,0.0,8
4642,0.754,8,0.0,7
16178,0.762,48,0.0,1
1829,0.624,98,1.0,0
2377,0.926,46,0.0,5
8287,0.92,53,1.0,8
10529,0.92,102,0.0,7
30608,0.92,76,0.0,8
27546,0.92,43,0.0,8
32324,0.92,32,0.0,4
8442,0.855,54,0.0,8
8151,0.767,7,0.0,0
15796,0.884,322,1.0,8
9420,0.847,96,0.0,5
17083,0.92,7,0.0,6
16414,0.91,53,0.0,0
32340,0.855,161,0.0,0
18462,0.897,11,0.0,0
7996,0.8270000000000001,6,0.0,1
30636,0.624,72,1.0,4
29982,0.794,182,0.0,4
29217,0.939,67,0.0,6
18454,0.527,50,0.0,8
22508,0.884,16,0.0,1
25969,0.91,38,0.0,3
28080,0.92,98,0.0,0
21134,0.698,7,1.0,8
30925,0.92,88,0.0,8
29000,0.884,112,0.0,1
26925,0.7659999999999999,30,1.0,6
7696,0.738,9,0.0,4
25525,0.855,36,0.0,3
21989,0.91,24,0.0,1
10984,0.92,28,0.0,3
26543,0.878,166,0.0,4
32043,0.624,61,1.0,4
15343,0.762,24,0.0,4
30967,0.91,8,1.0,8
30191,0.903,133,0.0,8
13537,0.855,143,0.0,8
23185,0.878,29,0.0,0
1434,0.92,53,0.0,3
9600,0.92,11,1.0,3
25963,0.624,7,0.0,4
5141,0.762,87,0.0,4
657,0.92,18,0.0,0
29991,0.8270000000000001,76,1.0,2
18759,0.624,114,0.0,3
23081,0.92,56,0.0,8
5731,0.91,30,0.0,4
20135,0.923,80,0.0,5
18620,0.7759999999999999,52,0.0,2
24226,0.624,13,0.0,4
10092,0.767,42,0.0,1
1950,0.767,56,1.0,4
7909,0.624,12,1.0,8
11966,0.836,36,0.0,1
10017,0.926,67,0.0,2
28391,0.624,13,1.0,4
361,0.92,100,0.0,8
20797,0.91,58,0.0,3
25041,0.624,18,1.0,1
18476,0.624,90,1.0,3
26668,0.64,59,0.0,3
18586,0.804,35,0.0,3
17783,0.802,11,0.0,3
13256,0.624,15,1.0,8
6283,0.92,206,0.0,4
2586,0.647,130,0.0,4
15279,0.92,30,0.0,8
28468,0.939,88,0.0,3
17941,0.624,18,0.0,3
23384,0.624,41,0.0,0
4978,0.926,16,0.0,3
28641,0.924,95,0.0,2
28915,0.624,53,0.0,8
33367,0.92,220,1.0,8
14999,0.855,21,0.0,4
3999,0.795,94,0.0,1
9860,0.92,20,0.0,0
31153,0.5579999999999999,47,1.0,8
26616,0.92,60,0.0,8
24366,0.624,78,1.0,3
19986,0.92,5,0.0,3
17786,0.794,20,0.0,4
1396,0.939,2,0.0,3
22954,0.794,206,0.0,1
14775,0.855,90,0.0,8
1563,0.682,25,0.0,1
29612,0.624,8,1.0,0
23856,0.926,22,0.0,5
30441,0.92,90,0.0,1
22742,0.91,56,0.0,7
30265,0.92,81,1.0,8
11545,0.926,120,0.0,7
2404,0.624,18,1.0,4
7243,0.887,19,0.0,4
19555,0.802,314,0.0,6
20486,0.939,15,0.0,8
17400,0.91,10,0.0,8
22005,0.754,39,0.0,4
10612,0.624,25,1.0,8
23365,0.5579999999999999,146,1.0,7
13288,0.624,26,0.0,8
23430,0.7959999999999999,25,0.0,1
30404,0.92,50,1.0,4
8930,0.92,30,0.0,3
3920,0.698,39,0.0,3
29841,0.624,56,1.0,8
16289,0.624,82,1.0,4
19889,0.624,32,0.0,3
11780,0.91,43,1.0,4
8489,0.55,15,1.0,1
32581,0.74,21,1.0,8
22420,0.855,226,0.0,3
28415,0.92,60,0.0,8
32260,0.579,9,0.0,8
21603,0.624,50,0.0,4
19702,0.754,280,1.0,2
17665,0.91,91,0.0,4
19612,0.624,15,1.0,1
18905,0.92,14,0.0,1
824,0.91,74,0.0,5
27275,0.624,43,1.0,8
14217,0.926,52,0.0,5
13209,0.939,75,0.0,8
9414,0.624,54,1.0,1
33242,0.754,50,0.0,7
24224,0.698,100,0.0,8
9684,0.895,42,0.0,7
8584,0.91,11,0.0,1
27003,0.91,74,0.0,4
17840,0.802,17,0.0,4
29723,0.89,90,0.0,4
33181,0.855,234,0.0,1
29288,0.624,11,1.0,5
3004,0.924,163,0.0,7
5828,0.91,9,0.0,4
22211,0.855,36,0.0,8
28193,0.8270000000000001,6,0.0,0
26291,0.939,72,0.0,2
11739,0.926,84,0.0,1
20878,0.698,24,0.0,4
31156,0.913,77,0.0,0
21878,0.92,56,0.0,3
7009,0.804,22,0.0,4
31013,0.92,8,0.0,4
7145,0.865,8,0.0,8
2690,0.92,55,0.0,8
28829,0.624,74,1.0,1
28477,0.624,57,1.0,8
17107,0.624,36,0.0,7
17125,0.92,146,0.0,8
5911,0.92,151,0.0,1
24069,0.624,4,0.0,4
20803,0.743,102,0.0,1
3752,0.926,29,0.0,3
32925,0.91,78,0.0,3
27494,0.897,84,0.0,2
19818,0.624,141,1.0,7
22581,0.924,41,1.0,1
2629,0.738,13,0.0,8
20143,0.866,30,0.0,4
2478,0.624,104,1.0,1
25957,0.701,108,0.0,8
24981,0.89,62,0.0,4
27624,0.91,21,0.0,4
32355,0.884,98,0.0,7
12140,0.91,57,0.0,8
9743,0.92,44,1.0,8
3827,0.92,9,0.0,0
9338,0.802,4,0.0,1
10386,0.92,53,0.0,7
14901,0.926,108,0.0,5
6909,0.698,98,1.0,8
20751,0.893,112,0.0,7
13597,0.893,107,0.0,3
4498,0.7659999999999999,28,1.0,8
29508,0.926,24,0.0,1
5205,0.767,28,1.0,5
32947,0.516,15,1.0,8
4766,0.698,76,0.0,8
428,0.92,80,0.0,2
16219,0.682,32,1.0,8
21843,0.754,96,0.0,1
17162,0.624,11,1.0,0
15259,0.92,46,0.0,0
14487,0.624,20,0.0,1
8055,0.913,46,0.0,1
4922,0.92,14,0.0,7
20653,0.91,44,0.0,8
707,0.92,27,0.0,4
1131,0.92,34,0.0,3
22219,0.92,17,0.0,4
10454,0.92,40,0.0,1
14740,0.624,20,1.0,8
12183,0.939,31,1.0,8
22052,0.762,45,0.0,2
8677,0.855,32,0.0,8
29432,0.925,85,0.0,4
6812,0.6659999999999999,110,0.0,4
14890,0.802,35,0.0,8
9569,0.762,6,0.0,1
6389,0.92,11,0.0,2
14622,0.804,61,1.0,8
24586,0.897,91,0.0,0
9463,0.767,28,0.0,7
6379,0.92,18,0.0,1
30514,0.794,50,0.0,1
12349,0.682,204,0.0,2
6995,0.926,256,0.0,4
13311,0.92,26,0.0,6
26275,0.92,168,1.0,3
30814,0.762,26,0.0,2
20823,0.926,37,0.0,1
18810,0.767,17,1.0,8
79,0.887,42,1.0,8
16177,0.926,67,0.0,8
16141,0.91,40,0.0,8
5417,0.895,14,0.0,2
24280,0.624,218,0.0,5
9393,0.698,22,1.0,8
22112,0.91,8,0.0,4
11003,0.92,38,0.0,0
12631,0.624,29,0.0,7
6326,0.915,26,0.0,2
24870,0.624,22,0.0,3
18170,0.91,50,0.0,1
33254,0.92,120,1.0,4
11821,0.762,100,0.0,1
24937,0.624,198,1.0,4
15837,0.92,18,1.0,7
31083,0.92,80,1.0,8
15436,0.802,144,1.0,4
13102,0.754,41,0.0,8
30277,0.92,54,0.0,0
4475,0.698,28,0.0,3
4072,0.91,20,0.0,3
11085,0.878,45,0.0,4
3878,0.92,55,0.0,3
33104,0.91,28,0.0,4
17304,0.939,96,0.0,1
23719,0.624,18,1.0,8
22348,0.682,42,0.0,8
18320,0.6890000000000001,31,1.0,4
27959,0.624,47,1.0,3
11655,0.939,66,0.0,8
26713,0.92,8,0.0,3
3248,0.804,94,0.0,8
32877,0.92,40,1.0,8
25363,0.884,15,0.0,0
22573,0.926,53,0.0,5
440,0.92,42,0.0,3
27697,0.92,8,0.0,6
10792,0.804,182,0.0,6
30509,0.92,128,0.0,1
28149,0.92,25,1.0,4
24708,0.55,37,1.0,1
32836,0.698,85,0.0,8
16372,0.926,88,0.0,4
33292,0.624,21,1.0,3
32619,0.92,90,0.0,1
29606,0.8959999999999999,10,0.0,1
11430,0.92,70,1.0,8
10967,0.92,106,1.0,2
17375,0.769,35,1.0,1
26025,0.804,73,1.0,8
19795,0.924,41,1.0,8
10554,0.91,22,0.0,2
8311,0.926,82,0.0,2
5801,0.913,20,0.0,1
6010,0.92,44,0.0,3
31210,0.92,107,0.0,3
24714,0.92,19,1.0,8
5203,0.624,116,1.0,0
7193,0.92,55,0.0,3
1695,0.939,42,0.0,2
16625,0.624,78,1.0,7
23714,0.926,114,0.0,8
21967,0.926,56,0.0,1
33342,0.624,6,0.0,8
29737,0.897,15,0.0,6
9846,0.92,54,0.0,1
3965,0.899,114,0.0,1
15430,0.6659999999999999,29,0.0,8
20911,0.493,33,1.0,8
6724,0.91,23,0.0,4
21442,0.624,206,1.0,4
12716,0.926,76,0.0,4
18,0.899,24,0.0,0
26402,0.884,101,0.0,0
26214,0.878,56,0.0,1
21033,0.92,21,0.0,3
19073,0.92,77,0.0,3
6775,0.926,14,0.0,4
26126,0.92,326,0.0,4
28673,0.92,20,1.0,4
15012,0.84,34,0.0,0
10930,0.855,17,0.0,6
7610,0.624,31,1.0,8
12931,0.91,52,0.0,8
6502,0.804,326,0.0,1
29945,0.926,19,0.0,3
14523,0.555,124,1.0,1
15470,0.769,18,1.0,8
2485,0.897,4,0.0,5
24355,0.926,122,0.0,2
6407,0.926,82,0.0,8
14425,0.624,24,1.0,8
20116,0.92,11,1.0,8
27786,0.887,37,0.0,8
15868,0.804,116,1.0,8
26755,0.6890000000000001,27,0.0,8
10285,0.92,42,0.0,0
18289,0.794,33,0.0,2
13687,0.698,28,0.0,8
27535,0.91,42,0.0,8
25850,0.855,17,1.0,8
12830,0.91,163,0.0,0
17967,0.92,58,0.0,4
12217,0.91,206,0.0,4
19215,0.92,57,0.0,3
27139,0.55,40,1.0,5
32862,0.624,28,1.0,8
24887,0.939,30,0.0,7
19378,0.92,34,0.0,0
29769,0.624,44,0.0,2
18907,0.92,28,0.0,3
23572,0.866,154,0.0,8
7991,0.878,26,1.0,8
6448,0.903,6,0.0,3
30878,0.691,32,0.0,3
4606,0.91,96,0.0,8
4367,0.92,70,1.0,8
27114,0.624,4,0.0,8
8023,0.698,86,0.0,0
3708,0.92,290,0.0,3
25403,0.92,168,0.0,1
20140,0.92,55,1.0,8
26455,0.735,42,0.0,8
19618,0.926,34,0.0,8
18497,0.698,16,0.0,4
31798,0.91,8,0.0,2
30076,0.926,63,0.0,8
32953,0.84,8,0.0,8
4302,0.92,21,0.0,3
4980,0.926,123,0.0,4
7951,0.804,292,0.0,1
15106,0.55,7,0.0,8
15211,0.55,23,1.0,8
4635,0.897,24,0.0,8
17529,0.624,48,1.0,0
8852,0.742,188,0.0,0
1794,0.92,42,0.0,4
13720,0.893,73,0.0,0
11292,0.92,156,1.0,3
24062,0.624,103,1.0,1
33188,0.794,15,0.0,8
22896,0.624,74,1.0,4
17781,0.92,39,0.0,1
10602,0.91,92,0.0,4
28433,0.855,96,0.0,5
27490,0.884,70,0.0,2
31489,0.91,4,0.0,4
15297,0.92,34,0.0,8
21585,0.624,51,0.0,4
11651,0.899,21,0.0,8
26674,0.92,6,0.0,3
13870,0.893,68,0.0,8
24222,0.91,90,0.0,2
24054,0.624,71,1.0,4
15241,0.866,4,0.0,1
14204,0.92,145,0.0,4
18130,0.855,9,0.0,4
28603,0.92,26,0.0,1
23984,0.939,42,0.0,3
26129,0.92,45,1.0,8
16438,0.897,53,0.0,8
18892,0.92,166,0.0,4
3498,0.8270000000000001,72,0.0,1
32720,0.555,135,1.0,3
4828,0.624,138,1.0,5
29201,0.92,31,0.0,1
33126,0.92,25,0.0,3
11950,0.939,28,0.0,3
24127,0.926,8,0.0,7
13149,0.92,12,0.0,8
23157,0.92,32,0.0,4
18791,0.624,77,1.0,1
2181,0.855,162,0.0,8
23931,0.92,53,0.0,8
16466,0.804,12,0.0,0
33358,0.843,6,1.0,4
17268,0.802,31,0.0,7
31935,0.913,5,0.0,1
24091,0.738,66,1.0,2
6060,0.92,184,0.0,5
9337,0.479,4,0.0,8
15998,0.6890000000000001,182,0.0,8
21129,0.92,113,0.0,6
3223,0.527,94,0.0,8
28211,0.92,39,0.0,1
18999,0.923,61,0.0,1
21176,0.7759999999999999,103,0.0,5
32958,0.92,7,0.0,3
23835,0.92,28,0.0,3
25327,0.624,80,0.0,4
27678,0.92,11,0.0,3
23741,0.624,89,1.0,0
28820,0.624,32,1.0,1
17500,0.91,19,0.0,4
14295,0.92,157,0.0,7
32617,0.92,110,0.0,3
893,0.926,90,0.0,2
17725,0.92,80,0.0,3
28991,0.624,17,1.0,1
10175,0.92,20,0.0,3
1783,0.7759999999999999,56,0.0,3
14496,0.926,109,0.0,3
9147,0.91,118,0.0,1
17370,0.682,72,1.0,8
22997,0.878,9,0.0,3
31011,0.754,15,0.0,3
20828,0.913,28,0.0,8
2991,0.899,48,0.0,2
30340,0.92,9,0.0,0
7160,0.92,111,1.0,8
9448,0.926,28,0.0,4
12062,0.92,17,1.0,8
18498,0.624,109,0.0,3
9485,0.924,35,0.0,3
25817,0.55,3,0.0,0
25834,0.92,192,0.0,8
22816,0.949,136,0.0,7
27753,0.92,34,0.0,1
15597,0.91,48,0.0,8
23247,0.887,94,0.0,4
4124,0.855,18,0.0,8
9598,0.722,12,1.0,5
19454,0.624,172,1.0,4
14642,0.893,166,0.0,1
3438,0.92,28,1.0,1
12474,0.926,42,0.0,1
10669,0.897,18,1.0,8
23609,0.92,18,0.0,3
32614,0.92,9,0.0,0
4568,0.8270000000000001,62,0.0,7
12469,0.89,20,0.0,0
13864,0.804,51,0.0,2
365,0.92,16,0.0,4
6525,0.624,16,0.0,8
26682,0.925,108,0.0,3
19560,0.698,326,1.0,8
33255,0.92,10,1.0,8
32882,0.92,53,0.0,8
21225,0.91,17,0.0,0
18441,0.92,56,1.0,8
33049,0.915,20,0.0,0
7710,0.887,14,0.0,4
11323,0.92,16,0.0,8
32733,0.624,61,1.0,8
25690,0.92,57,1.0,8
12503,0.743,22,0.0,8
12310,0.92,10,0.0,5
15250,0.92,127,0.0,6
13277,0.92,26,0.0,3
30041,0.6890000000000001,30,1.0,8
22238,0.92,27,0.0,4
9180,0.897,34,0.0,2
2015,0.92,48,1.0,8
3758,0.92,10,0.0,1
31014,0.92,62,0.0,6
2311,0.897,17,0.0,8
16796,0.92,54,0.0,2
26094,0.926,9,0.0,8
13138,0.91,144,0.0,8
32165,0.92,42,0.0,4
13547,0.91,44,0.0,1
10756,0.913,28,0.0,4
13583,0.893,46,0.0,7
23623,0.92,25,0.0,8
9001,0.735,18,0.0,1
16787,0.926,154,0.0,1
5775,0.624,25,0.0,4
20785,0.939,30,0.0,4
28699,0.91,48,0.0,1
24337,0.926,68,0.0,4
22966,0.92,84,0.0,2
3133,0.769,19,0.0,8
32482,0.92,166,0.0,3
29879,0.762,19,0.0,7
10209,0.527,145,0.0,7
1926,0.738,44,0.0,4
28490,0.921,35,0.0,0
8093,0.89,22,0.0,0
7452,0.926,45,0.0,8
17465,0.895,21,1.0,8
30817,0.92,4,0.0,3
23295,0.738,216,0.0,1
12104,0.624,14,0.0,6
5989,0.767,50,1.0,8
11542,0.848,139,0.0,1
30339,0.767,11,0.0,8
11696,0.926,77,0.0,8
6449,0.92,8,0.0,2
18824,0.926,52,0.0,3
23056,0.698,39,0.0,4
299,0.92,32,0.0,8
